PMID,Title,Abstract,MeSH headings,Authors,Journal,Year,Month,Source,Country,Tokens,PMCID
34026217,Endoscopic pancreatic duct stenting for pain palliation in selected pancreatic cancer patients: a systematic review and meta-analysis.,"BACKGROUND: Abdominal pain is a debilitating symptom affecting  approximately 80% of pancreatic cancer (PC) patients. Pancreatic duct (PD) decompression has been reported to alleviate this pain, although this practice has not been widely adopted. We aimed to evaluate the role, efficacy, and safety of endoscopic PD decompression for palliation of PC post-prandial obstructive-type pain. METHODS: A systematic review until 7 October 2020 was performed. Two independent reviewers selected studies, extracted data, and assessed the methodological quality. RESULTS: We identified 12 publications with a total of 192 patients with PC presenting with abdominal pain, in whom PD decompression was attempted, and was successful in 167 patients (mean age 62.5 years, 58.7% males). The use of plastic stents was reported in 159 patients (95.2%). All included studies reported partial or complete improvement in pain levels after PD stenting, with an improvement rate of 93% (95% confidence interval, 79%-100%). The mean duration of pain improvement was 94 +/- 16 days. Endoscopic retrograde cholangiopancreatography (ERCP)-related adverse events (AEs) were post-sphincterotomy bleeding (1.8%), post-ERCP pancreatitis (0.6%), and hemosuccus pancreaticus (0.6%). AEs were not reported in two patients who underwent endoscopic ultrasound-guided PD decompression. In the 167 patients with technical success, the stent-migration and stent-occlusion rates were 3.6% and 3.0%, respectively. No AE-related mortality was reported. The methodological quality assessment showed the majority of the studies having low or unclear quality. CONCLUSION: In this exploratory analysis, endoscopic PD drainage may be an effective and safe option in selected patients for the management of obstructive-type PC pain. However, a randomized-controlled trial is needed to delineate the role of this invasive practice.",,Siddappa PK; Hawa F; Prokop LJ; Murad MH; Abu Dayyeh BK; Chandrasekhara V; Topazian MD; Bazerbachi F,Gastroenterology report,2021,Apr,Gastroenterol Rep (Oxf). 2021 Feb 3;9(2):105-114. doi: 10.1093/gastro/goab001. eCollection 2021 Apr.,England,297,8128017
25126577,MicroRNA expression in salivary supernatant of patients with pancreatic cancer and its relationship with ZHENG.,"In traditional Chinese medicine (TCM), diagnosis and prescriptions are based on the signs and symptoms which are recognized as ZHENG. The cornerstone of TCM is to differentially treat one ZHENG from others, which is also known as syndrome differentiation, and this relies on the gathering of clinical information through inspection, auscultation and olfaction, inquiry, and palpation. However, the biomolecular basis of the ZHENG remains unclear. In this study, the expressions of 384 cancer-related miRNAs in salivary supernatant of patients with pancreatic cancer were assessed by miRNA polymerase chain reaction (PCR) array, and the different expression patterns of miRNA in three different groups of ZHENG were studied with use of real-time quantitative PCR (qRT-PCR). Some miRNAs were found to be specifically expressed in some ZHENGs, for instance, miR-17, miR-21, and miR-181b in Shi-Re ZHENG and miR-196a in Pi-Xu ZHENG. This indicates that these miRNAs may play important roles in different ZHENG condition. Therefore, this study to some extent revealed the molecular basis of TCM ZHENG in pancreatic cancer.","Adult; Aged; Female; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Humans; Male; *Medicine, Chinese Traditional; MicroRNAs/*biosynthesis; Middle Aged; Pancreatic Neoplasms/diagnosis/*genetics/pathology; Salivary Proteins and Peptides/*biosynthesis",Gao S; Chen LY; Wang P; Liu LM; Chen Z,BioMed research international,2014,,Biomed Res Int. 2014;2014:756347. doi: 10.1155/2014/756347. Epub 2014 Jul 14.,United States,334,4122139
29606890,L61H46 shows potent efficacy against human pancreatic cancer through inhibiting STAT3 pathway.,"BACKGROUND: Pancreatic cancer is the fourth leading cause of cancer-related death worldwide. The poor prognosis of this disease highlights the urgent need to develop more effective therapies. Activation of the STAT3 represents a potential drug target for pancreatic cancer therapy. Currently, clinically available small-molecule inhibitors targeting STAT3 are lacking. METHODS: Through bioassay screening and molecular docking, we identified a small molecule L61H46 that can potently target constitutive STAT3 signaling and kill human pancreatic cancer cells in vitro and in vivo. RESULTS: L61H46 effectively reduced colony formation and the viability of pancreatic cancer cells in a dose-dependent manner with half-maximal inhibitory concentration (IC(50)) values in the range between 0.86 and 2.83 microM. L61H46 significantly inhibited STAT3 phosphorylation (Tyr705) and the subsequent nucleus translocation but did not downregulate STAT1 phosphorylation. Moreover, L61H46 demonstrated a potent activity in suppressing pancreatic tumor growth in BXPC-3 xenograft model in vivo. Furthermore, L61H46 showed no signs of adverse effects on liver, heart, and kidney cells in vivo. CONCLUSION: Collectively, our results suggest that L61H46 could be further optimized into a highly potent STAT3 inhibitor for the treatment of pancreatic cancer.",,Bai E; Yang L; Xiang Y; Hu W; Li C; Lin J; Dai X; Liang G; Jin R; Zhao C,Cancer management and research,2018,,Cancer Manag Res. 2018 Mar 23;10:565-581. doi: 10.2147/CMAR.S159090. eCollection 2018.,New Zealand,250,5868586
31867446,Possible involvement of HSP70 in pancreatic cancer cell proliferation after heat exposure and impact on RFA postoperative patient prognosis.,"PURPOSE: As an alleviative treatment measured in patients with unresectable advanced pancreatic cancer, radiofrequency ablation (RFA) needed more clinical data to prove its advantages and to explore limitations in its utilization. This study was determined to observe the efficacy of RFA, and to explore its impact on perioperative periphery carcinoma as well as the normal pancreatic tissues. METHODS: Clinical data of 32 patients with pancreatic cancer accepted RFA surgery were collected. Followed up patients' pain degree and the changes in serum tumor markers CA19-9 and CA 242 before and after surgery. Ex vivo, gave human pancreatic cancer cell line PANC-1 heat treatment to simulate the heat exposure condition periphery carcinoma was experienced during RFA surgery, and to observe the proliferation rate and HSP70 expression change compared with control group. RESULTS: Of the 32 patients, 1 died of upper gastrointestinal hemorrhage, and 29 survived for more than 5 months, 2 of which for more than 16 months. The average CA19-9 and CA 242 levels of the patients were significantly decreased in 3 months after surgery (t = 9.873, 5.978, P < 0.001). During in vitro experiments, the proliferation rate of PANC-1 cells after heating was significantly increased, accompanied with the increased HSP70 expression. The addition of HSP70 inhibitor can inhibit the rise of proliferation after heat therapy. CONCLUSION: Utilizing RFA treat patients with unresectable advanced pancreatic cancer, could effectively relieve the pain, decline jaundice, and deduce tumor marker levels significantly. However, it failed to extend the long-term survival rate of the patients significantly. This study found that a higher proliferative rate accompanied with a higher HSP70 expression level were observed on in vitro cultured pancreatic carcinoma cells after heat treatment, which could be altered by HSP70 inhibitor. And these findings indicated that the heat exposure might impact periphery carcinoma during RFA surgery and HSP70 might play an important role in patients' prognosis.",,Song HB,Biochemistry and biophysics reports,2019,Dec,Biochem Biophys Rep. 2019 Oct 31;20:100700. doi: 10.1016/j.bbrep.2019.100700. eCollection 2019 Dec.,Netherlands,430,6895569
32194490,PREPARE: PreoPerative Anxiety REduction. One-Year Feasibility RCT on a Brief Psychological Intervention for Pancreatic Cancer Patients Prior to Major Surgery.,"INTRODUCTION: The aim of the present paper is to establish feasibility and required power of a one-session psychological intervention devoted to increasing patient's self-efficacy and awareness in dealing with anxiety symptoms before major pancreatic cancer surgery. METHODS: Parallel assignment RCT. All consenting patients listed for pancreatic major surgery during day-hospital visits (T0) between June 2017-June 2018 were assigned randomly in blocks of ten to a psychological intervention vs usual care group to be held the day before surgery (T1). The psychological intervention provided the patient the opportunity to increase self-efficacy in dealing with anxiety by talking with a psychologist about personal concerns and learning mindfulness based techniques to cope with anxiety. RESULTS: 400 patients were randomized into the experimental vs. usual care group. 49 and 65, respectively, completed baseline and post-intervention measures. The dropout rate between day-hospital (T0) and pre-surgery intervention (T1) was high (74.5%) due to several management and organization pitfalls. The main outcome, perceived self-efficacy in managing anxiety, showed a significant increase in the intervention group compared to the control group (p < 0.001), and was related to a reduction in state anxiety (p < 0.001). The intervention group perceived also lower emotional pain (p = 0.03). A power analysis was performed to define the appropriate sample size in a definitive RCT. CONCLUSION: Beneath the complexity in retaining patients along their trajectory in pancreatic surgery department, when they had the opportunity to follow a brief psychological intervention, most of them adhered, showing a significant reduction in preoperative emotional distress and less emotional pain perception after surgery. Even if results need caution because of the high attrition rate, we can infer that our psychological intervention has the potential to be proposed in surgical setting, being short, easy to learn and applicable to a wide range of patients. CLINICAL TRIAL REGISTRATION: The trial was registered on ClinicalTrials.gov (identifier: NCT03408002). The full protocol is available from the last author.",,Marinelli V; Danzi OP; Mazzi MA; Secchettin E; Tuveri M; Bonamini D; Rimondini M; Salvia R; Bassi C; Del Piccolo L,Frontiers in psychology,2020,,Front Psychol. 2020 Mar 5;11:362. doi: 10.3389/fpsyg.2020.00362. eCollection 2020.,Switzerland,388,7066303
26530749,"Health-Related Quality of Life in SCALOP, a Randomized Phase 2 Trial Comparing Chemoradiation Therapy Regimens in Locally Advanced Pancreatic Cancer.","PURPOSE: Chemoradiation therapy (CRT) for patients with locally advanced pancreatic cancer (LAPC) provides survival benefits but may result in considerable toxicity. Health-related quality of life (HRQL) measurements during CRT have not been widely reported. This paper reports HRQL data from the Selective Chemoradiation in Advanced Localised Pancreatic Cancer (SCALOP) trial, including validation of the QLQ-PAN26 tool in CRT. METHODS AND MATERIALS: Patients with locally advanced, inoperable, nonmetastatic carcinoma of the pancreas were eligible. Following 12 weeks of induction gemcitabine plus capecitabine (GEMCAP) chemotherapy, patients with stable and responding disease were randomized to a further cycle of GEMCAP followed by capecitabine- or gemcitabine-based CRT. HRQL was assessed with the European Organization for Research and Treatment of Cancer Quality of Life Questionnaire (EORTC QLQ-C30) and the EORTC Pancreatic Cancer module (PAN26). RESULTS: A total of 114 patients from 28 UK centers were registered and 74 patients randomized. There was improvement in the majority of HRQL scales during induction chemotherapy. Patients with significant deterioration in fatigue, appetite loss, and gastrointestinal symptoms during CRT recovered within 3 weeks following CRT. Differences in changes in HRQL scores between trial arms rarely reached statistical significance; however, where they did, they favored capecitabine therapy. PAN26 scales had good internal consistency and were able to distinguish between subgroups of patients experiencing toxicity. CONCLUSIONS: Although there is deterioration in HRQL following CRT, this resolves within 3 weeks. HRQL data support the use of capecitabine- over gemcitabine-based chemoradiation. The QLQ-PAN26 is a reliable and valid tool for use in patients receiving CRT.","Antineoplastic Combined Chemotherapy Protocols/adverse effects/*therapeutic use; Capecitabine/administration & dosage; Chemoradiotherapy/adverse effects/*methods; Deoxycytidine/administration & dosage/analogs & derivatives; Drug Administration Schedule; Fatigue/etiology; Feeding and Eating Disorders/etiology; Female; Follow-Up Studies; Gastrointestinal Diseases/etiology; *Health Status; Humans; Induction Chemotherapy/adverse effects/methods; Male; Pancreatic Neoplasms/*pathology/*therapy; *Quality of Life; Statistics, Nonparametric; Surveys and Questionnaires; United Kingdom; Gemcitabine",Hurt CN; Mukherjee S; Bridgewater J; Falk S; Crosby T; McDonald A; Joseph G; Staffurth J; Abrams RA; Blazeby JM; Bridges S; Dutton P; Griffiths G; Maughan T; Johnson C,"International journal of radiation oncology, biology, physics",2015,Nov,Int J Radiat Oncol Biol Phys. 2015 Nov 15;93(4):810-8. doi: 10.1016/j.ijrobp.2015.08.026. Epub 2015 Aug 24.,United States,398,4627359
39279197,Focal Autoimmune Pancreatitis Morphologically Mimicking Pancreatic Cancer: A Case Report and Literature Review.,"BACKGROUND Autoimmune pancreatitis (AIP) is identified as an outlier in the clinical practice of chronic pancreatitis caused by autoimmune system dysfunction. AIP is classified into 3 subtypes: AIP type 1 and AIP type 2, which are both sensitive to corticosteroids, and the recently introduced AIP type 3. CASE REPORT We present a case of a patient who presented with painless obstructive jaundice. Computed tomography (CT) revealed hyperdense gallbladder material, further dilatation of intrahepatic bile ducts, and distention of the bile duct (15 mm). Based on the available clinical data, which were strongly compatible with pancreatic cancer, Whipple surgery was selected as the treatment for this case. The consequent histopathological report revealed areas of pancreatic parenchyma with fibrous connective tissue development and dense inflammatory cell infiltration with lymphocytes and plasmacytes, which showcased IgG4 positivity. The clinical results suggested a diagnosis of AIP type 1, and the patient was referred to his treating physician for further treatment of AIP. Preoperative histological examination of the pancreas, along with evaluation of the radiological and serological features, could have aided in determining the diagnosis of AIP type 1 pancreatitis despite the unique abnormality of this particular case. CONCLUSIONS Given the aforementioned conditions, AIP, even as a rare clinical entity, emerges as a canonical ailment and should be considered a viable possibility in clinical practice since it can exclude the patient from an unnecessary surgery.","Humans; *Autoimmune Pancreatitis/diagnosis; Diagnosis, Differential; *Pancreatic Neoplasms/diagnosis/pathology; Tomography, X-Ray Computed",Paramythiotis D; Karlafti E; Siniosoglou K; Tsavdaris D; Abba Deka I; Raptou G; Mavropoulou XG; Psoma E; Panidis S; Michalopoulos A,The American journal of case reports,2024,Sep,Am J Case Rep. 2024 Sep 16;25:e944286. doi: 10.12659/AJCR.944286.,United States,423,11416134
40292193,Protease activity-based nanobiosensors for early detection of pancreatic cancer.,"Five-year survival rate for pancreatic cancer patients has increased to 12.8% afterthe initial diagnosis, still making it one of the deadliest cancertypes. This disease is known as the ""silent killer"" because early detection is challenging due to the location of the pancreas in the body and the nonspecific clinical symptoms. The Bossmann group has developed ultrasensitive nanobiosensors for protease/arginase detection comprised of Fe/Fe(3)O(4) nanoparticles, cyanine 5.5, and designer peptide sequences linked to TCPP. Initial data obtained from both gene expression analysis and protease/arginase activity detection in serum indicated the feasibility of early pancreatic cancer detection. Several matrix metalloproteinases (MMPs, -1, -3, and -9), cathepsins (CTS) B and E, neutrophil elastase, and urokinase plaminogen activator (uPA) have been identified as candidates for proximal biomarkers. In this study, we have confirmed our initial results from 2018 performing serum sample analysis assays using a larger group sample size (n = 159), which included localized (n=33) and metastatic pancreatic cancer (n=50), pancreatitis (n=26), and an age-matched healthy control group (n=50). The data obtained from the eight nanobiosensors capable of ultrasensitive protease and arginase activity measurements were analyzed by means of an optimized information fusion-based hierarchical decision structure. This permits the modeling of early-stage detection of pancreatic cancer as a multi-class classification problem. The most striking result is that this methodology permits the detection of localized pancreatic cancers from serum analyses with around 96% accuracy.",,Covarrubias-Zambrano O; Agarwal D; Kalubowilage M; Ehsan S; Yapa AS; Covarrubias J; Kasi A; Natarajan B; Bossmann SH,Medical research archives,2024,Jul,Med Res Arch. 2024 Jul;12(7):5632. doi: 10.18103/mra.v12i7.5632.,United States,433,12031639
32638367,Phase I/II study of adding intraperitoneal paclitaxel in patients with pancreatic cancer and peritoneal metastasis.,"BACKGROUND: Intraperitoneal chemotherapy using paclitaxel is considered an experimental approach for treating peritoneal carcinomatosis. This study aimed to determine the recommended dose, and to evaluate the clinical efficacy and safety, of the combination of intravenous gemcitabine, intravenous nab-paclitaxel and intraperitoneal paclitaxel in patients with pancreatic cancer and peritoneal metastasis. METHODS: The frequencies of dose-limiting toxicities were evaluated, and the recommended dose was determined in phase I. The primary endpoint of the phase II analysis was overall survival rate at 1 year. Secondary endpoints were antitumour effects, symptom-relieving effects, safety and overall survival. RESULTS: The recommended doses of intravenous gemcitabine, intravenous nab-paclitaxel and intraperitoneal paclitaxel were 800, 75 and 20 mg/m(2) respectively. Among 46 patients enrolled in phase II, the median time to treatment failure was 6.0 (range 0-22.6) months. The response and disease control rates were 21 of 43 and 41 of 43 respectively. Ascites disappeared in 12 of 30 patients, and cytology became negative in 18 of 46. The median survival time was 14.5 months, and the 1-year overall survival rate was 61 per cent. Conversion surgery was performed in eight of 46 patients, and those who underwent resection survived significantly longer than those who were not treated surgically (median survival not reached versus 12.4 months). Grade 3-4 haematological toxicities developed in 35 of 46 patients, whereas non-haematological adverse events occurred in seven patients. CONCLUSION: Adding intraperitoneal paclitaxel had clinical efficacy with acceptable tolerability.","Aged; Antineoplastic Agents, Phytogenic/*administration & dosage/therapeutic use; Antineoplastic Combined Chemotherapy Protocols/therapeutic use; Carcinoma, Pancreatic Ductal/*drug therapy/mortality/*secondary; Dose-Response Relationship, Drug; Female; Follow-Up Studies; Humans; Injections, Intraperitoneal; Logistic Models; Male; Middle Aged; Paclitaxel/*administration & dosage/therapeutic use; Pancreatic Neoplasms/mortality/*pathology; Peritoneal Neoplasms/*drug therapy/mortality/*secondary; Survival Analysis; Treatment Outcome",Yamada S; Fujii T; Yamamoto T; Takami H; Yoshioka I; Yamaki S; Sonohara F; Shibuya K; Motoi F; Hirano S; Murakami Y; Inoue H; Hayashi M; Murotani K; Kitayama J; Ishikawa H; Kodera Y; Sekimoto M; Satoi S,The British journal of surgery,2020,Dec,Br J Surg. 2020 Dec;107(13):1811-1817. doi: 10.1002/bjs.11792. Epub 2020 Jul 7.,England,292,7689756
37573294,Treatment with anticancer drugs for advanced pancreatic cancer: a systematic review.,"BACKGROUND: Patients with advanced pancreatic cancer have a poor prognosis and high burden of cancer-related symptoms. It is necessary to assess the trade-off of clinical benefits and possible harms of treatments with anticancer drugs (TAD). This systematic review aims to compare the effectiveness of TAD versus supportive care or no treatment, considering all patient-important outcomes. METHODS: We searched PubMed, Embase, Cochrane Library, and Epistemonikos. Two reviewers performed selection, data extraction and risk of bias assessment. We assessed certainty of the evidence using the GRADE approach. RESULTS: We included 14 randomised controlled trials. Chemotherapy may result in a slight increase in overall survival (MD: 2.97 months (95%CI 1.23, 4.70)) and fewer hospital days (MD: -6.7 (-8.3, -5.1)), however, the evidence is very uncertain about its effect on symptoms, quality of life, functional status, and adverse events. Targeted/biological therapy may result in little to no difference in overall survival and a slight increment in progression-free survival (HR: 0.83 (95%CI 0.63, 1.10)), but probably results in more adverse events (RR: 5.54 (95%CI 1.24, 23.97)). The evidence is very uncertain about the effect of immunotherapy in overall survival and functional status. CONCLUSIONS: The evidence is very uncertain about whether the benefits of using treatment with anticancer drugs outweigh their risks for patients with advanced pancreatic cancer. This uncertainty is further highlighted when considering immunotherapy or a second line of chemotherapy and thus, best supportive care would be an appropriate alternative. Future studies should assess their impact on all patient-important outcomes to inform patients in setting their goals of care.",Humans; Quality of Life; *Antineoplastic Agents/adverse effects; *Pancreatic Neoplasms/drug therapy; Immunotherapy/methods,Salazar J; Bracchiglione J; Savall-Esteve O; Antequera A; Bottaro-Parra D; Gutierrez-Valencia M; Martinez-Peralta S; Pericay C; Tibau A; Bonfill X,BMC cancer,2023,Aug,BMC Cancer. 2023 Aug 12;23(1):748. doi: 10.1186/s12885-023-11207-4.,England,429,10422698
36476236,Landmarks in pancreatic cancer studies.,"Pancreatic cancer is a rare but fatal disease. Patients present advanced disease due to the lack of or typical symptoms when the tumor is still localized. A high-quality image processing system has been in practice to detect the pancreatic tumor and determine the possibility of surgery, and preoperative methods, such as ERCP are increasingly used to complement the staging modality. Pancreaticoduodenectomy is one of the complicated surgeries with potential morbidity. The minimally invasive pancreatic resections, both robot-assisted and laparoscopic, have become a part of standard surgical practice worldwide over the last decade. Moreover, advancements in adjuvant chemotherapy have improved the long-term outcomes in current clinical practice. The systemic conservative treatment, including targeted agents, remains the mainstay of treatment for patients with advanced disease. An increasing number of studies are focused on modulating the pancreatic tumor microenvironment to improve the efficacy of the immunotherapeutic strategies. Herein, the role of preoperative therapy, the novel surgical strategy, and individualized systemic treatment in pancreatic cancer is investigated. Also, the randomized controlled studies that have defined the neoadjuvant and surgical management of pancreatic cancer have been summarized.",,Xu F; Huang M; Bai Y; Yin X; Yan J; Liu F; Chen J; Weng X,Cancer cell international,2022,Dec,Cancer Cell Int. 2022 Dec 7;22(1):383. doi: 10.1186/s12935-022-02803-8.,England,391,9730569
39077277,Investigation of Pulmonary Saddle Embolism Caused by Metastasis-Induced Hypercoagulability Originating From Pancreatic Cancer.,"An adult male cadaver, approximately 60 years of age, was dissected as part of an eight-week didactic course. It was found that the subject had evidence of pancreatic cancer with signs of metastasis as well as significant bilateral pulmonary artery clotting. In particular, a saddle embolism was observed, and the cause of death was listed as sudden pulmonary failure. Malignant tumors are often accompanied by hypercoagulable states and increased risk of thromboembolism. Because the clots showed lines of Zahn on histology, we can infer that this hypercoagulable state preceded death and may have been related to the presence of pancreatic carcinoma. There are few recorded cases of pulmonary saddle embolism being the fatal event in cases of underlying pancreatic cancer. The extensive clotting observed in the inferior vena cava and pulmonary arteries demonstrates to clinicians that patients, especially those with pancreatic cancer, are at higher risk for thromboembolic events. This case report also serves as a reminder that instances of pulmonary failure or sudden death because of pulmonary saddle embolism may be caused by underlying visceral neoplasms, such as pancreatic cancer.",,Park E; Petrovic MT; Pearce AN; Phillips MA; Ramos J,Cureus,2024,Jun,Cureus. 2024 Jun 29;16(6):e63477. doi: 10.7759/cureus.63477. eCollection 2024 Jun.,United States,316,11286297
40046529,Palliative management for malignant biliary obstruction and gastric outlet obstruction from pancreatic cancer.,"Pancreatic cancer is among the leading causes of gastrointestinal cancer-related death, with a dismal prognosis. Over 80% of pancreatic cancer patients present with advanced disease, making curative resection unfeasible. These patients are often presented with malignant biliary obstruction (MBO) and gastric outlet obstruction (GOO). In these cases, palliative management is aimed to alleviate symptoms, enhance quality of life, and facilitate subsequent chemotherapy. Currently, neoadjuvant chemotherapy is frequently used in both borderline resectable and resectable pancreatic cancer, necessitating effective biliary and gastrointestinal drainage in a growing number of patients. Traditionally, surgical bypass was the gold standard, performed via either a minimally invasive or open approach. However, notable progress has emerged in developing endoscopic techniques, such as endoscopic retrograde cholangiopancreatography (ERCP) stenting for MBO and endoscopic enteral stenting for GOO. While these procedures provide rapid symptom relief, they are associated with higher stent dysfunction rates and more frequent re-intervention needs. When ERCP fails, percutaneous transhepatic biliary drainage is a widely accepted alternative for MBO. Endoscopic ultrasound (EUS)-guided techniques, including EUS-guided biliary drainage and EUS-guided gastroenterostomy, have recently gained prominence. Emerging clinical data suggest that these methods may be superior, potentially becoming the preferred first-line palliative treatment for unresectable pancreatic cancer. This review will summarize the current evidence on managing MBO and GOO in patients with pancreatic cancer.",,Wu P; Chen K; He J,Annals of gastroenterological surgery,2025,Mar,Ann Gastroenterol Surg. 2024 Dec 26;9(2):218-225. doi: 10.1002/ags3.12902. eCollection 2025 Mar.,Japan,528,11877337
39129682,Predictors of Psychiatric Complications in Patients with Pancreatic Cancer: A Retrospective Cohort Study.,"BACKGROUND: The relevant survey has shown a high incidence of psychiatric complications in patients with pancreatic cancer. While some studies have explored the factors influencing psychological complications in pancreatic cancer patients, some factors validated in other populations have not been confirmed in the pancreatic cancer population. This study aims to explore the predictors of psychiatric complications in patients with pancreatic cancer. METHODS: Patients with pancreatic cancer admitted to Yueqing People's Hospital Affiliated to Wenzhou Medical University, from January 2021 to January 2022 were retrospectively analyzed. The structured clinical interview (SCID-I) based on Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) was used by nurses to assess the incidence of psychiatric complications during hospitalization (baseline) and 3 months after the start of treatment. Binary logistic regression was used to identify predictors of psychiatric complications. RESULTS: 80 patients were enrolled in this study and 8 patients were diagnosed with psychiatric complications at base line. Among the rest 72 patients, 8 patients (11.11%) had new-onset psychiatric complications at 3-month follow-up. Gender (Odds Ratio (OR) = 1.674, p = 0.019), monthly income (OR = 1.735, p = 0.023) and sadness (M.D. Anderson Symptom Inventory (MDASI)) (OR = 1.804, p = 0.001) were all predictors for psychiatric complications in patients with pancreatic cancer. CONCLUSIONS: Gender, monthly income and MDASI score are predictors of psychiatric complications in patients with pancreatic cancer.",Humans; *Pancreatic Neoplasms/complications/psychology; Male; Female; Retrospective Studies; Middle Aged; *Mental Disorders/etiology/epidemiology; Aged; Risk Factors; Adult,Liu L; Chen S,Actas espanolas de psiquiatria,2024,Aug,Actas Esp Psiquiatr. 2024 Aug;52(4):495-502. doi: 10.62641/aep.v52i4.1798.,Spain,273,11319747
30561407,Epidemiology and risk factors of pancreatic cancer.,"The most frequent pancreatic cancer is pancreatic adenocarcinoma. It has high and early locally and distant invasiveness; this is the reason why it often shows little sign or symptoms in early stage and poor prognosis after the diagnosis, frequently in advanced stage. Although it is possible to detect this tumor in early stage because of its neoplastic precursor (PanINs). Epidemiological data shows that pancreatic cancer is not very common but obvious it is one of the most neoplastic death-cause in the world. The trend of incidence is quite increasing through years, proportionally to the increase of risk factors. About risk factors, it is not easy to detect in all the cases but it is known the role of some of that: there are hereditary risk factors, such as genetic pattern like HBOC, HNPCC, FAP, PJS, FAMMM, HP and CF and environmental ones (modifiable) such as smoke, alcohol consumption, chronic pancreatitis, obesity and diabetes mellitus. This narrative review aims to analyze the epidemiological data of pancreatic cancer and associated risk factors.","Adenocarcinoma/*epidemiology; Adult; Aged; Alcohol Drinking/epidemiology; Cocarcinogenesis; Diabetes Mellitus/epidemiology; Female; Humans; Male; Middle Aged; Neoplastic Syndromes, Hereditary/epidemiology; Obesity/epidemiology; Pancreatic Neoplasms/*epidemiology; Pancreatitis, Chronic/epidemiology; Risk Factors; Smoking/epidemiology",Capasso M; Franceschi M; Rodriguez-Castro KI; Crafa P; Cambie G; Miraglia C; Barchi A; Nouvenne A; Leandro G; Meschi T; De' Angelis GL; Di Mario F,Acta bio-medica : Atenei Parmensis,2018,Dec,Acta Biomed. 2018 Dec 17;89(9-S):141-146. doi: 10.23750/abm.v89i9-S.7923.,Italy,243,6502190
36984494,A Retrospective Study of the Efficacy and Safety of Naldemedine for Treatment of Opioid-Induced Constipation in Patients with Hepatobiliary Pancreatic Cancer.,"Background and Objectives: Opioid analgesics, which are used for cancer-related pain management, cause opioid-induced constipation (OIC). Naldemedine, a peripheral opioid receptor antagonist, is an OIC-modifying agent, but no focused efficacy and safety analysis has been conducted for its use in hepatobiliary pancreatic cancers. We performed a multi-institutional study on the efficacy and safety of naldemedine in patients with hepatobiliary pancreatic cancer using opioids in clinical practice. Materials and Methods: We retrospectively evaluated patients with hepatobiliary pancreatic cancer (including liver, biliary tract, and pancreatic cancers) treated with opioids and naldemedine during hospitalization at ten institutions in Japan from June 2017 to August 2019. We assessed the frequency of bowel movements before and after the initiation of naldemedine therapy. Responders were defined as patients who defecated >/=3 times/week, with an increase from a baseline of >/=1 defecations/week over seven days after the initiation of naldemedine administration. Results: Thirty-four patients were observed for one week before and one week after starting naldemedine. The frequency of bowel movements increased by one over the baseline frequency or to at least thrice per week in 21 patients. The response rate was 61.7% (95% confidence interval: 45.4-78.0%). The median number of weekly bowel movements before and after naldemedine treatment was 2 (range: 0-9) and 6 (range: 1-17), respectively, in the overall population (n = 34); the increase in the number of bowel movements following naldemedine administration was statistically significant (Wilcoxon signed-rank test, p < 0.0001). Diarrhea was the predominant gastrointestinal symptom, and 10 (29.4%) patients experienced grade 1, grade 2, or grade 3 adverse events. The only other adverse event included fatigue in one patient; grade 2-4 adverse events were absent. Conclusions: Naldemedine is effective, and its use may be safe in clinical practice for patients with hepatobiliary pancreatic cancer receiving opioid analgesics.","Humans; Analgesics, Opioid/adverse effects; *Narcotic Antagonists/therapeutic use; *Opioid-Induced Constipation/drug therapy; *Pancreatic Neoplasms/complications/drug therapy; Retrospective Studies; Naltrexone/analogs & derivatives",Kamiya T; Imai H; Fujita Y; Hiruta E; Masuno T; Yamazaki S; Tanaka H; Sandoh M; Takei S; Arai K; Nishiba H; Mogi J; Koizuka S; Saito T; Obayashi K; Kaira K; Minato K,"Medicina (Kaunas, Lithuania)",2023,Mar,Medicina (Kaunas). 2023 Mar 2;59(3):492. doi: 10.3390/medicina59030492.,Switzerland,344,10051263
