article_id,entity,label,dataset,cui,preferred_name,rootSource,semantic_types
PMC8871200,risk factors,PROBLEM,PMC,C0035648,risk factors,MTH,Finding
PMC8871200,imaging findings,TEST,PMC,C5667469,Imaging Findings Comments,NCI,Intellectual Product
PMC8871200,early stage pdac,PROBLEM,PMC,,,,
PMC8871200,early stage pdac,PROBLEM,PMC,,,,
PMC8871200,pdac,PROBLEM,PMC,,,,
PMC8871200,new diagnostic strategies,TREATMENT,PMC,,,,
PMC8871200,early stage pdac,PROBLEM,PMC,,,,
PMC8871200,pdac,PROBLEM,PMC,,,,
PMC8871200,clinical indicators,TEST,PMC,C5670000,Clinical indication,MTH,Functional Concept
PMC8871200,elevated pancreatic enzyme level,PROBLEM,PMC,,,,
PMC8871200,tumor biomarker level,PROBLEM,PMC,,,,
PMC8871200,acute pancreatitis history,PROBLEM,PMC,,,,
PMC8871200,risk factors,PROBLEM,PMC,C0035648,risk factors,MTH,Finding
PMC8871200,familial pancreatic cancer,PROBLEM,PMC,C2931038,"Pancreatic carcinoma, familial",MTH,Neoplastic Process
PMC8871200,diabetes mellitus,PROBLEM,PMC,C0011849,Diabetes Mellitus,MTH,Disease or Syndrome
PMC8871200,imaging findings,TEST,PMC,C5667469,Imaging Findings Comments,NCI,Intellectual Product
PMC8871200,main pancreatic duct dilation,PROBLEM,PMC,,,,
PMC8871200,significant factors,PROBLEM,PMC,C5913485,"Instruct person and significant others on signs and symptoms, risk factors, and treatment of hypoglycemia",NIC,Educational Activity
PMC8871200,early stage pdac detection,PROBLEM,PMC,,,,
PMC8871200,a new screening strategy,TREATMENT,PMC,,,,
PMC8871200,imaging modalities,TEST,PMC,C1275506,Imaging modality,MTH,Functional Concept
PMC8871200,risk factors,PROBLEM,PMC,C0035648,risk factors,MTH,Finding
PMC8871200,evaluating,TEST,PMC,C0557980,Evaluating interventions,SNOMEDCT_US,Health Care Activity
PMC8871200,imaging findings,TEST,PMC,C5667469,Imaging Findings Comments,NCI,Intellectual Product
PMC8871200,early stage pdac detection,PROBLEM,PMC,,,,
PMC8871200,clinical indicators,TEST,PMC,C5670000,Clinical indication,MTH,Functional Concept
PMC8871200,elevated pancreatic enzyme level,PROBLEM,PMC,,,,
PMC8871200,tumor biomarker level,PROBLEM,PMC,,,,
PMC8871200,acute pancreatitis history,PROBLEM,PMC,,,,
PMC8871200,risk factors,PROBLEM,PMC,C0035648,risk factors,MTH,Finding
PMC8871200,familial pancreatic cancer,PROBLEM,PMC,C2931038,"Pancreatic carcinoma, familial",MTH,Neoplastic Process
PMC8871200,dm,PROBLEM,PMC,C0439199,decimeter,MTH,Quantitative Concept
PMC8871200,imaging findings,TEST,PMC,C5667469,Imaging Findings Comments,NCI,Intellectual Product
PMC8871200,tumor,PROBLEM,PMC,C3273930,Tumor Mass,MTH,Finding
PMC8871200,mpd dilation,PROBLEM,PMC,,,,
PMC8871200,early stage pdac,PROBLEM,PMC,,,,
PMC8871200,pdac,PROBLEM,PMC,,,,
PMC8871200,a,TREATMENT,PMC,,,,
PMC8871200,imaging modalities,TEST,PMC,C1275506,Imaging modality,MTH,Functional Concept
PMC8871200,risk factors,PROBLEM,PMC,C0035648,risk factors,MTH,Finding
PMC8871200,imaging findings,TEST,PMC,C5667469,Imaging Findings Comments,NCI,Intellectual Product
PMC8871200,early stage pdac detection,PROBLEM,PMC,,,,
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,saliva sampling,TEST,PMC,C1277701,Saliva sample obtained,SNOMEDCT_US,Finding
PMC7789059,microbiota profiles,TEST,PMC,,,,
PMC7789059,fecal and tissue sample collection,TEST,PMC,,,,
PMC7789059,the saliva,PROBLEM,PMC,C0036087,saliva,MTH,Body Substance
PMC7789059,pancreatic adenocarcinoma,PROBLEM,PMC,C0281361,Adenocarcinoma of pancreas,SNOMEDCT_US,Neoplastic Process
PMC7789059,oral microbiota profiles,TEST,PMC,,,,
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,a prospective study,TEST,PMC,C0033522,Prospective Studies,MTH,Research Activity
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,bacterial taxa,PROBLEM,PMC,,,,
PMC7789059,16s ribosomal ribonucleic acid gene sequencing,TEST,PMC,C5381413,Bacterial 16S rRNA gene:Seq:Pt:Isolate:Nom:Sequencing,LNC,Clinical Attribute
PMC7789059,a linear discriminant analysis effect size algorithm,TEST,PMC,,,,
PMC7789059,differences in taxa,PROBLEM,PMC,,,,
PMC7789059,operational taxonomic unit values,TEST,PMC,,,,
PMC7789059,a normalized,TEST,PMC,C5444157,normalized,MTH,Quantitative Concept
PMC7789059,logistic regressions,TEST,PMC,C0206031,Logistic Regression,MSH,Research Activity
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,carriage ofstreptococcusandleptotrichinazscore,PROBLEM,PMC,,,,
PMC7789059,pdac,PROBLEM,PMC,,,,
PMC7789059,or,TEST,PMC,C0018026,gold,MTH,"Pharmacologic Substance, Element, Ion, or Isotope"
PMC7789059,a protective microbe,PROBLEM,PMC,,,,
PMC7789059,pdac,PROBLEM,PMC,,,,
PMC7789059,or,TEST,PMC,C0018026,gold,MTH,"Pharmacologic Substance, Element, Ion, or Isotope"
PMC7789059,pdac,PROBLEM,PMC,,,,
PMC7789059,bloating,PROBLEM,PMC,C1291077,Abdominal bloating,MTH,Sign or Symptom
PMC7789059,a higher abundance ofporphyromonasp,PROBLEM,PMC,,,,
PMC7789059,jaundice,PROBLEM,PMC,C2010848,jaundice,MTH,Finding
PMC7789059,dark brown urine,PROBLEM,PMC,C4047947,Dark-brown colored urine,SNOMEDCT_US,Finding
PMC7789059,diarrhea,PROBLEM,PMC,C0011991,Diarrhea,MTH,Sign or Symptom
PMC7789059,a lower amount ofneisseriaandcampylobacterp,PROBLEM,PMC,,,,
PMC7789059,vomiting,PROBLEM,PMC,C0042963,Vomiting,MTH,Sign or Symptom
PMC7789059,decreasedalloprevotellap,PROBLEM,PMC,,,,
PMC7789059,saliva microbiome,PROBLEM,PMC,,,,
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,symptomatic,PROBLEM,PMC,C0231220,Symptomatic,MTH,Functional Concept
PMC7789059,different bacteria profiles,PROBLEM,PMC,,,,
PMC7789059,combined symptom,PROBLEM,PMC,C0520684,Factitious disorder with combined physical AND psychological symptoms,SNOMEDCT_US,Mental or Behavioral Dysfunction
PMC7789059,microbiome evaluation,TEST,PMC,,,,
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,saliva microbiome,PROBLEM,PMC,,,,
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,symptomatic,PROBLEM,PMC,C0231220,Symptomatic,MTH,Functional Concept
PMC7789059,different bacteria profiles,PROBLEM,PMC,,,,
PMC7789059,combined symptom,PROBLEM,PMC,C0520684,Factitious disorder with combined physical AND psychological symptoms,SNOMEDCT_US,Mental or Behavioral Dysfunction
PMC7789059,microbiome evaluation,TEST,PMC,,,,
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,saliva microbiome,PROBLEM,PMC,,,,
PMC7789059,pdac,PROBLEM,PMC,,,,
PMC7789059,higherstreptococcusandleptotrichiaabundances,PROBLEM,PMC,,,,
PMC7789059,pdacveillonellaandneisseriawere,PROBLEM,PMC,,,,
PMC7789059,pdacneisseriawas,PROBLEM,PMC,,,,
PMC7789059,all studies,TEST,PMC,C5447928,ALL Study Identifier,NCI,Intellectual Product
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,our study,TEST,PMC,,,,
PMC7789059,pdac,PROBLEM,PMC,,,,
PMC7789059,symptomatic,PROBLEM,PMC,C0231220,Symptomatic,MTH,Functional Concept
PMC7789059,different bacteria profiles,PROBLEM,PMC,,,,
PMC7789059,symptoms,PROBLEM,PMC,C1457887,Symptoms,MTH,Sign or Symptom
PMC7789059,pdac,PROBLEM,PMC,,,,
PMC7789059,combined symptom,PROBLEM,PMC,C0520684,Factitious disorder with combined physical AND psychological symptoms,SNOMEDCT_US,Mental or Behavioral Dysfunction
PMC7789059,microbiome evaluation,TEST,PMC,,,,
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7789059,bacteria flora,PROBLEM,PMC,C1735624,Intestinal bacteria flora disturbance,MDR,Disease or Syndrome
PMC7789059,probiotic treatment plans,TREATMENT,PMC,,,,
PMC7789059,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC9789314,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC9789314,selected chemotherapy,TREATMENT,PMC,,,,
PMC9789314,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC9789314,different grade toxicities,PROBLEM,PMC,,,,
PMC9789314,chemotherapy,TREATMENT,PMC,C3665472,Chemotherapy,MTH,Therapeutic or Preventive Procedure
PMC9789314,the vignettebased method,TREATMENT,PMC,,,,
PMC9789314,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC9789314,chemotherapy,TREATMENT,PMC,C3665472,Chemotherapy,MTH,Therapeutic or Preventive Procedure
PMC9789314,chemotherapy,TREATMENT,PMC,C3665472,Chemotherapy,MTH,Therapeutic or Preventive Procedure
PMC9789314,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC9789314,neutropenia,PROBLEM,PMC,C0027947,Neutropenia,MTH,Disease or Syndrome
PMC9789314,febrile neutropenia,PROBLEM,PMC,C0746883,Febrile Neutropenia,MTH,Disease or Syndrome
PMC9789314,diarrhea,PROBLEM,PMC,C0011991,Diarrhea,MTH,Sign or Symptom
PMC9789314,nausea,PROBLEM,PMC,C0027497,Nausea,MTH,Sign or Symptom
PMC9789314,vomiting,PROBLEM,PMC,C0042963,Vomiting,MTH,Sign or Symptom
PMC9789314,neuropathy,PROBLEM,PMC,C0442874,Neuropathy,MTH,Disease or Syndrome
PMC9789314,representative aes,PROBLEM,PMC,,,,
PMC9789314,each ae,PROBLEM,PMC,,,,
PMC9789314,cognitive interviews,TEST,PMC,C5707255,CHART-SF Interview Version - Cognitive Independence Subscore,NCI,Intellectual Product
PMC9789314,a societalbased valuation study,TEST,PMC,,,,
PMC9789314,visual analog scale,TEST,PMC,C3536884,Visual Analog Scale,MTH,Intellectual Product
PMC9789314,this survey,TEST,PMC,,,,
PMC9789314,stable disease,PROBLEM,PMC,C0677946,Stable Disease,MTH,Finding
PMC9789314,aes,PROBLEM,PMC,C2699274,Scanning Auger Spectrometer,MTH,Research Device
PMC9789314,a mean utility value,TEST,PMC,,,,
PMC9789314,ctto,TEST,PMC,,,,
PMC9789314,the lowest mean utility score,TEST,PMC,,,,
PMC9789314,grade 34 vomiting,PROBLEM,PMC,,,,
PMC9789314,vas results,TEST,PMC,,,,
PMC9789314,aes,PROBLEM,PMC,C2699274,Scanning Auger Spectrometer,MTH,Research Device
PMC9789314,stable disease,PROBLEM,PMC,C0677946,Stable Disease,MTH,Finding
PMC9789314,grade 34 aes,PROBLEM,PMC,,,,
PMC9789314,grade 12 nauseavomiting,PROBLEM,PMC,,,,
PMC9789314,significantly greater disutility,PROBLEM,PMC,,,,
PMC9789314,utility values,TEST,PMC,C0586396,"Services, facilities and utilities",SNOMEDCT_US,Organization
PMC9789314,physical symptoms,PROBLEM,PMC,C0679309,physical symptom,CHV,Sign or Symptom
PMC9789314,the postresponse questionnaire,TREATMENT,PMC,,,,
PMC9789314,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC9789314,serious aes,PROBLEM,PMC,,,,
PMC9789314,minor aes,PROBLEM,PMC,,,,
PMC9789314,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC9789314,serious aes,PROBLEM,PMC,,,,
PMC9789314,minor aes,PROBLEM,PMC,,,,
PMC9789314,mpc,PROBLEM,PMC,C0026604,"Motion Therapy, Continuous Passive",MTH,Therapeutic or Preventive Procedure
PMC9789314,the chemotherapy aes,TREATMENT,PMC,,,,
PMC9789314,physical symptoms,PROBLEM,PMC,C0679309,physical symptom,CHV,Sign or Symptom
PMC9789314,serious and minor aes,PROBLEM,PMC,,,,
PMC11995310,palliative care,TREATMENT,PMC,C0030231,Palliative Care,MTH,Therapeutic or Preventive Procedure
PMC11995310,unresectable pancreatic cancer,PROBLEM,PMC,C0854776,Pancreatic carcinoma non-resectable,MDR,Neoplastic Process
PMC11995310,the symptoms,PROBLEM,PMC,C1457887,Symptoms,MTH,Sign or Symptom
PMC11995310,the disease,PROBLEM,PMC,C0012634,Disease,MTH,Disease or Syndrome
PMC11995310,abdominal pain,PROBLEM,PMC,C0000737,Abdominal Pain,MTH,Sign or Symptom
PMC11995310,obstructive jaundice,PROBLEM,PMC,C0022354,"Jaundice, Obstructive",MTH,Disease or Syndrome
PMC11995310,malnutrition,PROBLEM,PMC,C0162429,Malnutrition,MTH,Disease or Syndrome
PMC11995310,biliary stent placement,TREATMENT,PMC,C0741490,Biliary stent placement,MDR,Therapeutic or Preventive Procedure
PMC11995310,endoscopic retrograde cholangiopancreatography,TEST,PMC,C0008310,Endoscopic Retrograde Cholangiopancreatography,MTH,Diagnostic Procedure
PMC11995310,biliary obstruction,PROBLEM,PMC,C0400979,Obstruction of biliary tree,SNOMEDCT_US,Disease or Syndrome
PMC11995310,a few studies,TEST,PMC,C5413802,"Antimicrobial agent susceptibility study using disk method, per plate, 12 or fewer agents",CPT,Laboratory Procedure
PMC11995310,endoscopic pancreatic duct stenting,TREATMENT,PMC,C2223892,endoscopic insertion of stent of pancreatic duct,MEDCIN,Therapeutic or Preventive Procedure
PMC11995310,advanced pc,PROBLEM,PMC,,,,
PMC11995310,endoscopic treatment,TREATMENT,PMC,C2169949,Endoscopic cyclophotocoagulation,CPT,Therapeutic or Preventive Procedure
PMC11995310,pain,PROBLEM,PMC,C0030193,Pain,MTH,Sign or Symptom
PMC11995310,early pancreatic duct stenting,TREATMENT,PMC,,,,
PMC11995310,unresectable pc,PROBLEM,PMC,,,,
PMC11995310,unresectable pc,PROBLEM,PMC,,,,
PMC11995310,the doublestent group,TREATMENT,PMC,,,,
PMC11995310,ercp,TEST,PMC,C1548852,Consent Type - ERCP,MTH,Health Care Activity
PMC11995310,a fullycovered selfexpandable metallic biliary stent,TREATMENT,PMC,,,,
PMC11995310,a pancreatic duct stent,TREATMENT,PMC,C0400520,Open insertion of pancreatic duct stent,SNOMEDCT_US,Therapeutic or Preventive Procedure
PMC11995310,the singlestent group,TREATMENT,PMC,,,,
PMC11995310,ercp,TEST,PMC,C1548852,Consent Type - ERCP,MTH,Health Care Activity
PMC11995310,an fcsems,TREATMENT,PMC,,,,
PMC11995310,abdominal pain,PROBLEM,PMC,C0000737,Abdominal Pain,MTH,Sign or Symptom
PMC11995310,nutritional status,PROBLEM,PMC,C0392209,Nutritional status,MTH,Finding
PMC11995310,adverse events,PROBLEM,PMC,C0877248,Adverse event,MTH,Pathologic Function
PMC11995310,the spss software,TEST,PMC,,,,
PMC11995310,unresectable pc,PROBLEM,PMC,,,,
PMC11995310,the analysis,TEST,PMC,C0936012,Analysis,MTH,Research Activity
PMC11995310,the double and singlestent groups,TREATMENT,PMC,,,,
PMC11995310,the median pain scores,PROBLEM,PMC,,,,
PMC11995310,the doublestent group,TREATMENT,PMC,,,,
PMC11995310,the singlestent group,TREATMENT,PMC,,,,
PMC11995310,ercp,TEST,PMC,C1548852,Consent Type - ERCP,MTH,Health Care Activity
PMC11995310,total serum protein levels,TEST,PMC,C1318415,Serum total protein level,MTH,Laboratory or Test Result
PMC11995310,the doublestent group,TREATMENT,PMC,,,,
PMC11995310,the singlestent group,TREATMENT,PMC,,,,
PMC11995310,the body mass index,PROBLEM,PMC,C1305855,Body mass index,MTH,Clinical Attribute
PMC11995310,the bmi,TEST,PMC,C0910133,BMI 60,MSH,Organic Chemical
PMC11995310,the singlestent group,TREATMENT,PMC,,,,
PMC11995310,the doublestent group,TREATMENT,PMC,,,,
PMC11995310,early pancreatic duct stenting,TREATMENT,PMC,,,,
PMC11995310,abdominal pain,PROBLEM,PMC,C0000737,Abdominal Pain,MTH,Sign or Symptom
PMC11995310,unresectable pc,PROBLEM,PMC,,,,
PMC11995310,adverse events,PROBLEM,PMC,C0877248,Adverse event,MTH,Pathologic Function
PMC11995310,early pancreatic duct stenting,TREATMENT,PMC,,,,
PMC11995310,abdominal pain,PROBLEM,PMC,C0000737,Abdominal Pain,MTH,Sign or Symptom
PMC11995310,unresectable pc,PROBLEM,PMC,,,,
PMC11995310,adverse events,PROBLEM,PMC,C0877248,Adverse event,MTH,Pathologic Function
PMC11995310,this study,TEST,PMC,C3172868,Was this on a farm:Find:Pt:^Patient:Nom:PEG Study,LNC,Clinical Attribute
PMC11995310,early pds,PROBLEM,PMC,,,,
PMC11995310,abdominal pain,PROBLEM,PMC,C0000737,Abdominal Pain,MTH,Sign or Symptom
PMC11995310,unresectable pc,PROBLEM,PMC,,,,
PMC11995310,technical success rates,TEST,PMC,,,,
PMC11995310,aes,PROBLEM,PMC,C2699274,Scanning Auger Spectrometer,MTH,Research Device
PMC11470284,treatments,TREATMENT,PMC,C0087111,Therapeutic procedure,MTH,Therapeutic or Preventive Procedure
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,additional investigation,TEST,PMC,,,,
PMC11470284,this underresearched malignant tumor,PROBLEM,PMC,,,,
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,annual mortality rates,TEST,PMC,,,,
PMC11470284,the disease,PROBLEM,PMC,C0012634,Disease,MTH,Disease or Syndrome
PMC11470284,the data,TEST,PMC,C1511726,Data,MTH,Idea or Concept
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,survival rate,TEST,PMC,C0038954,Survival Rate,MSH,Quantitative Concept
PMC11470284,a,TEST,PMC,,,,
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,specific clinical manifestations,PROBLEM,PMC,,,,
PMC11470284,tumor markers,PROBLEM,PMC,C0041365,Tumor Markers,MTH,Biologically Active Substance
PMC11470284,highrisk factors,PROBLEM,PMC,,,,
PMC11470284,chronic pancreatitis,PROBLEM,PMC,C0149521,"Pancreatitis, Chronic",MTH,Disease or Syndrome
PMC11470284,abnormal microorganism metabolism,PROBLEM,PMC,,,,
PMC11470284,blood type,TEST,PMC,C1383165,Blood Type,MTH,Clinical Attribute
PMC11470284,glucose,TEST,PMC,C0017725,glucose,MTH,"Organic Chemical, Pharmacologic Substance, Biologically Active Substance"
PMC11470284,lipid levels,TEST,PMC,C4716812,Target lipid levels,NOC,Finding
PMC11470284,increased detection,PROBLEM,PMC,C2611732,detection of increased carbon dioxide by chemoreceptor signaling,GO,Cell Function
PMC11470284,survival rates,TEST,PMC,C0038954,Survival Rate,MSH,Quantitative Concept
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,tumor,TEST,PMC,C3273930,Tumor Mass,MTH,Finding
PMC11470284,more study,TEST,PMC,C5415752,"Nerve conduction study, 13 or more studies",CPT,Diagnostic Procedure
PMC11470284,future treatment strategies,TREATMENT,PMC,,,,
PMC11470284,immunotherapy,TREATMENT,PMC,C0021083,Immunotherapy,MTH,Therapeutic or Preventive Procedure
PMC11470284,a microbiologyfree system,TREATMENT,PMC,,,,
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,urgent attention,TREATMENT,PMC,,,,
PMC11470284,effective prevention strategies,TREATMENT,PMC,C0679723,effective prevention strategy or program,AOD,Qualitative Concept
PMC11470284,pc etiology,PROBLEM,PMC,,,,
PMC11470284,risk factors,PROBLEM,PMC,C0035648,risk factors,MTH,Finding
PMC11470284,new diagnosis methods,TREATMENT,PMC,,,,
PMC11470284,treatment approaches,TREATMENT,PMC,C5933127,Treatment approaches aligned with personal preferences,NOC,Finding
PMC11470284,screening,TEST,PMC,C1710032,Screening,MTH,Health Care Activity
PMC11470284,highrisk individuals,PROBLEM,PMC,,,,
PMC11470284,familial pc families,PROBLEM,PMC,C4331878,NXPE1 wt Allele,MTH,Gene or Genome
PMC11470284,earlystage pc patients,PROBLEM,PMC,,,,
PMC11470284,imaging techniques,TEST,PMC,C0079595,Imaging Techniques,MTH,Diagnostic Procedure
PMC11470284,the human microbial system,TREATMENT,PMC,,,,
PMC11470284,tumor sensitivity,PROBLEM,PMC,,,,
PMC11470284,therapeutic drugs,TREATMENT,PMC,C0580398,Drug level therapeutic,MDR,Laboratory or Test Result
PMC11470284,pc treatment,TREATMENT,PMC,C0962074,PC protocol (ovarian cancer treatment),MTH,Therapeutic or Preventive Procedure
PMC11470284,chemotherapy,TREATMENT,PMC,C3665472,Chemotherapy,MTH,Therapeutic or Preventive Procedure
PMC11470284,immunotherapy,TREATMENT,PMC,C0021083,Immunotherapy,MTH,Therapeutic or Preventive Procedure
PMC11470284,obesity,PROBLEM,PMC,C0028754,Obesity,MTH,Disease or Syndrome
PMC11470284,pc cell development,PROBLEM,PMC,,,,
PMC11470284,understanding pc occurrence,PROBLEM,PMC,,,,
PMC11470284,the,TREATMENT,PMC,C0304113,rose oil,MTH,"Organic Chemical, Pharmacologic Substance"
PMC11470284,treatment effectiveness,TREATMENT,PMC,C0087113,Treatment Effectiveness,MTH,Qualitative Concept
PMC11470284,pancreatic cancer progression,PROBLEM,PMC,C1618370,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma; extent of disease unknown, staging in progress, or not listed (for use in a medicare-approved demonstration project)",HCPCS,Therapeutic or Preventive Procedure
PMC11470284,immunogenomics,TEST,PMC,,,,
PMC11470284,gut microgenomics,TEST,PMC,,,,
PMC11470284,breakthroughs,PROBLEM,PMC,C0444503,Breakthrough,SNOMEDCT_US,Qualitative Concept
PMC11470284,microbial systems,TREATMENT,PMC,C0201148,"Microbial identification, Minitek yeast system",SNOMEDCT_US,Laboratory Procedure
PMC11470284,immunotherapy,TREATMENT,PMC,C0021083,Immunotherapy,MTH,Therapeutic or Preventive Procedure
PMC11470284,immunotherapy,TREATMENT,PMC,C0021083,Immunotherapy,MTH,Therapeutic or Preventive Procedure
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,immune tolerance,PROBLEM,PMC,C0020963,Immune Tolerance,MTH,Pathologic Function
PMC11470284,risk factors,PROBLEM,PMC,C0035648,risk factors,MTH,Finding
PMC11470284,new treatments,TREATMENT,PMC,C0514026,Obtain consultation from appropriate health care worker to initiate new treatment or change existing treatments,NIC,Health Care Activity
PMC11470284,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11470284,tumor markers,TEST,PMC,C0041365,Tumor Markers,MTH,Biologically Active Substance
PMC11470284,the resection,TREATMENT,PMC,C1533664,Endorectal resection,MTH,Therapeutic or Preventive Procedure
PMC11470284,postoperative,TEST,PMC,C0032790,Postoperative Period,MTH,Temporal Concept
PMC11470284,advanced carcinoma,PROBLEM,PMC,C4727070,Advanced Carcinoma,NCI,Neoplastic Process
PMC11470284,comprehensive treatment,TREATMENT,PMC,C0814471,comprehensive treatment program,AOD,Health Care Activity
PMC11470284,advanced carcinoma,PROBLEM,PMC,C4727070,Advanced Carcinoma,NCI,Neoplastic Process
PMC9123808,metastatic pancreatic cancer,PROBLEM,PMC,C0346976,Metastatic malignant neoplasm to pancreas,SNOMEDCT_US,Neoplastic Process
PMC9123808,its treatments,TREATMENT,PMC,C0280957,psychosocial effects of cancer and its treatment,MTH,Finding
PMC9123808,a randomized doubleblind placebocontrolled phase 3 trial,TREATMENT,PMC,,,,
PMC9123808,olaparib,TREATMENT,PMC,C2316164,olaparib,RXNORM,"Organic Chemical, Pharmacologic Substance"
PMC9123808,maintenance therapy,TREATMENT,PMC,C0677908,Maintenance therapy,MTH,Therapeutic or Preventive Procedure
PMC9123808,germline brca mutated mpc,PROBLEM,PMC,,,,
PMC9123808,firstline platinumbased chemotherapy,TREATMENT,PMC,,,,
PMC9123808,hrqol,TEST,PMC,C4300252,HRQOL method,MTH,Intellectual Product
PMC9123808,the eortc qlqc30,TEST,PMC,,,,
PMC9123808,enhance,TEST,PMC,C2349975,Enhance (action),MTH,Activity
PMC9123808,treatmentnaïve mpc,TREATMENT,PMC,,,,
PMC9123808,a targeted literature review,TEST,PMC,,,,
PMC9123808,eortc qlqc30,TEST,PMC,,,,
PMC9123808,treatmentnaïve mpc patients,TREATMENT,PMC,,,,
PMC9123808,reference values,TEST,PMC,C0086715,Normal Range,MTH,Quantitative Concept
PMC9123808,worse symptoms,PROBLEM,PMC,C2039349,allergy symptoms worse in fall,MEDCIN,Finding
PMC9123808,polo,TREATMENT,PMC,C2712390,Water Polo,MSH,Daily or Recreational Activity
PMC9123808,pooled baseline,TEST,PMC,,,,
PMC9123808,study,TEST,PMC,C2603343,Study,MTH,Research Activity
PMC9123808,four studies,TEST,PMC,,,,
PMC9123808,sample sizes,TEST,PMC,C0242618,Sample Size,MSH,Quantitative Concept
PMC9123808,markedly,PROBLEM,PMC,C0522501,Massive,MTH,Qualitative Concept
PMC9123808,the first study,TEST,PMC,C4684677,First-in-Human Study,NCI,Research Activity
PMC9123808,mpc,PROBLEM,PMC,C0026604,"Motion Therapy, Continuous Passive",MTH,Therapeutic or Preventive Procedure
PMC9123808,polo,TREATMENT,PMC,C2712390,Water Polo,MSH,Daily or Recreational Activity
PMC9123808,prior firstline treatment,TREATMENT,PMC,,,,
PMC9123808,chemotherapyrelated symptoms,PROBLEM,PMC,,,,
PMC9123808,response shift,PROBLEM,PMC,C0231759,Pivot shift test response,MTH,Finding
PMC9123808,newly derived reference values,PROBLEM,PMC,,,,
PMC9123808,mpc patients hrqol,PROBLEM,PMC,,,,
PMC9123808,the polo trial,TREATMENT,PMC,,,,
PMC9123808,the first study,TEST,PMC,C4684677,First-in-Human Study,NCI,Research Activity
PMC9123808,mpc,PROBLEM,PMC,C0026604,"Motion Therapy, Continuous Passive",MTH,Therapeutic or Preventive Procedure
